Марка;Цена;Метро;Ссылка
Lexus LX, 2018;5 449 000  ₽;Кунцевская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2018_1999650835
Lexus GX, 2015;2 799 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_gx_2015_2006593099
Lexus LX, 2010;3 300 000  ₽;Тропарево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2010_1992352595
Lexus GS, 2012;1 300 000  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_1851682042
Lexus RX, 2012;1 830 000  ₽;Рижская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1994111118
Lexus RX, 2008;780 000  ₽;Аннино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2008_1153308724
Lexus RX, 2017;3 130 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_2007346340
Lexus LS, 2008;799 000  ₽;Южная;https://www.avito.ru/moskva/avtomobili/lexus_ls_2008_2009185787
Lexus RX, 2016;3 070 000  ₽;Балтийская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_2005434902
Lexus RX, 2008;1 219 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2008_1955028595
Lexus LX, 2016;5 248 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1997992831
Lexus IS, 2007;670 000  ₽;Медведково;https://www.avito.ru/moskva/avtomobili/lexus_is_2007_1992447132
Lexus GS, 2008;649 999  ₽;Коломенская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2008_1939853989
Lexus LX, 2015;4 098 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2015_2012491694
Lexus GX, 2014;2 650 000  ₽;Селигерская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2014_2012147487
Lexus LX, 2017;5 100 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1821404037
Lexus LX, 2008;1 758 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1980195821
Lexus ES, 2014;1 580 000  ₽;Первомайская;https://www.avito.ru/moskva/avtomobili/lexus_es_2014_1997920735
Lexus ES, 2011;1 250 000  ₽;Шелепиха;https://www.avito.ru/moskva/avtomobili/lexus_es_2011_2010393596
Lexus GX, 2004;1 079 900  ₽;Мякинино;https://www.avito.ru/moskva/avtomobili/lexus_gx_2004_1974620797
Lexus NX, 2015;2 147 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1998336352
Lexus NX, 2017;2 250 000  ₽;Щукинская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2006300269
Lexus RX, 2017;3 400 000  ₽;Лубянка;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1991801224
Lexus RX, 2014;1 993 100  ₽;Озёрная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1988398101
Lexus GS, 2007;580 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_gs_2007_1842725360
Lexus GX, 2014;1 480 000  ₽;Зябликово;https://www.avito.ru/moskva/avtomobili/lexus_gx_2014_1993998748
Lexus RX, 2019;3 500 000  ₽;Крымская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1983190355
Lexus IS, 2013;1 550 000  ₽;Ростокино;https://www.avito.ru/moskva/avtomobili/lexus_is_2013_1989247430
Lexus LX, 2013;3 430 000  ₽;Зорге;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_2001856869
Lexus RX, 2018;3 390 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1975734833
Lexus LX, 2018;6 300 000  ₽;Соколиная гора;https://www.avito.ru/moskva/avtomobili/lexus_lx_2018_1993058333
Lexus GS, 2014;1 850 000  ₽;Молодежная;https://www.avito.ru/moskva/avtomobili/lexus_gs_2014_1959726659
Lexus RX, 2006;700 000  ₽;Новопеределкино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2006_2002790521
Lexus IS, 2008;800 000  ₽;Проспект Вернадского;https://www.avito.ru/moskva/avtomobili/lexus_is_2008_1939489475
Lexus LX, 2016;5 100 000  ₽;Волгоградский проспект;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1977772869
Lexus RX, 2004;700 000  ₽;Отрадное;https://www.avito.ru/moskva/avtomobili/lexus_rx_2004_1976466331
Lexus LS, 2013;1 780 000  ₽;Новопеределкино;https://www.avito.ru/moskva/avtomobili/lexus_ls_2013_1988567059
Lexus LX, 2020;8 426 500  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2020_1986147881
Lexus LX, 2013;3 550 000  ₽;Библиотека им. Ленина;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_2011965192
Lexus GX, 2003;1 070 000  ₽;Селигерская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2003_1999193630
Lexus ES, 2015;1 000 000  ₽;Войковская;https://www.avito.ru/moskva/avtomobili/lexus_es_2015_1976200972
Lexus NX, 2017;2 297 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1998621881
Lexus LX, 2017;5 299 000  ₽;Дубровка;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1964498489
Lexus RX, 2012;1 386 000  ₽;Зябликово;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1962721543
Lexus LS, 2018;5 350 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_ls_2018_1447111912
Lexus RX, 2017;3 357 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1979994396
Lexus IS, 2000;220 000  ₽;Студенческая;https://www.avito.ru/moskva/avtomobili/lexus_is_2000_1934757808
Lexus GS, 2002;350 000  ₽;Бульвар Рокоссовского;https://www.avito.ru/moskva/avtomobili/lexus_gs_2002_1952537225
Lexus LS, 2001;600 000  ₽;Славянский бульвар;https://www.avito.ru/moskva/avtomobili/lexus_ls_2001_1185428091
Lexus LX, 2013;2 900 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1330392780
Lexus GS, 2009;750 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_gs_2009_1937498960
Lexus LX, 2018;6 100 000  ₽;Серпуховская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2018_2006988570
Lexus LX, 2016;5 199 000  ₽;р-н Бирюлёво Восточное;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1999179284
Lexus GS, 2006;590 000  ₽;Бунинская аллея;https://www.avito.ru/moskva/avtomobili/lexus_gs_2006_2010032410
Lexus IS, 2014;1 650 000  ₽;Рижская;https://www.avito.ru/moskva/avtomobili/lexus_is_2014_1994370477
Lexus LS, 2010;1 150 000  ₽;Электрозаводская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2010_1946119556
Lexus RX, 2018;3 399 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1966468279
Lexus GS, 2014;1 800 000  ₽;Каховская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2014_2009954582
Lexus LX, 2015;3 147 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2015_1966057801
Lexus RX, 2012;1 700 000  ₽;Царицыно;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1927139664
Lexus NX, 2015;1 707 006  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_2002873274
Lexus RX, 2012;2 000 000  ₽;Водный стадион;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_2010795842
Lexus LX, 1999;680 000  ₽;Новохохловская;https://www.avito.ru/moskva/avtomobili/lexus_lx_1999_2007785926
Lexus GS, 2012;1 168 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_1980781627
Lexus ES, 2017;1 967 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_es_2017_1980441950
Lexus RX, 2010;1 359 000  ₽;Румянцево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2010_1991897225
Lexus LX, 2013;3 100 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1264344923
Lexus IS, 2008;750 000  ₽;Марьино;https://www.avito.ru/moskva/avtomobili/lexus_is_2008_1864258257
Lexus ES, 2014;1 569 000  ₽;Румянцево;https://www.avito.ru/moskva/avtomobili/lexus_es_2014_1959089340
Lexus RX, 2014;1 595 000  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_2013071193
Lexus IS, 2018;1 630 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_is_2018_2002426721
Lexus LX, 2011;2 155 000  ₽;Семеновская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2011_1887759505
Lexus LX, 2017;5 450 000  ₽;Китай-город;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_2004961045
Lexus NX, 2016;2 255 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1993731726
Lexus GS, 2008;749 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_gs_2008_1994082137
Lexus IS, 2009;330 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_is_2009_1937653204
Lexus NX, 2018;2 345 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1980201222
Lexus GS, 1999;299 000  ₽;Улица академика Янгеля;https://www.avito.ru/moskva/avtomobili/lexus_gs_1999_1988858774
Lexus ES, 2012;1 220 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_1969974218
Lexus GS, 2006;430 000  ₽;Бутырская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2006_1796974182
Lexus LS, 2004;605 000  ₽;Медведково;https://www.avito.ru/moskva/avtomobili/lexus_ls_2004_1944074305
Lexus RX, 2014;1 995 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1980867361
Lexus GX, 2002;980 000  ₽;Охотный ряд;https://www.avito.ru/moskva/avtomobili/lexus_gx_2002_1921486338
Lexus IS, 2007;610 000  ₽;Новые Черемушки;https://www.avito.ru/moskva/avtomobili/lexus_is_2007_1952668224
Lexus RX, 2018;3 167 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1966843940
Lexus NX, 2017;2 149 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1955298845
Lexus IS, 2014;1 610 000  ₽;Тропарево;https://www.avito.ru/moskva/avtomobili/lexus_is_2014_2010732911
Lexus ES, 2012;1 400 000  ₽;Печатники;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_1880342061
Lexus RX, 2017;2 950 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1987246505
Lexus IS, 2011;960 000  ₽;Станция метро не указана;https://www.avito.ru/moskva/avtomobili/lexus_is_2011_1990384854
Lexus LS, 2010;910 000  ₽;Верхние Лихоборы;https://www.avito.ru/moskva/avtomobili/lexus_ls_2010_1985267377
Lexus LX, 2015;4 250 000  ₽;Варшавская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2015_1984800763
Lexus LX, 2015;4 300 000  ₽;Отрадное;https://www.avito.ru/moskva/avtomobili/lexus_lx_2015_1969865545
Lexus ES, 2019;3 399 000  ₽;Охотный ряд;https://www.avito.ru/moskva/avtomobili/lexus_es_2019_1991932155
Lexus RX, 2014;1 800 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1978507216
Lexus RX, 2014;1 650 000  ₽;Митино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1783085745
Lexus LX, 2008;1 799 000  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_2013437604
Lexus NX, 2015;1 745 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_2012059834
Lexus ES, 2016;1 902 558  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2016_2002352010
Lexus RX, 2012;1 920 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1998137449
Lexus LX, 2007;1 349 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2007_1840341690
Lexus IS, 2009;850 000  ₽;Зеленоград;https://www.avito.ru/moskva_zelenograd/avtomobili/lexus_is_2009_1901793605
Lexus RX, 2014;2 000 000  ₽;Новогиреево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1993616829
Lexus LX, 2008;1 655 000  ₽;Саларьево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_2001185786
Lexus GS, 2012;1 590 000  ₽;Шипиловская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2012_2006271786
Lexus GX, 2003;1 250 000  ₽;Щелковская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2003_1918697424
Lexus NX, 2015;2 150 000  ₽;Автозаводская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_2003656049
Lexus GX, 2014;2 699 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2014_1966890636
Lexus ES, 2012;1 200 000  ₽;Щелковская;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_1984332282
Lexus RX, 2008;890 000  ₽;ВДНХ;https://www.avito.ru/moskva/avtomobili/lexus_rx_2008_946859546
Lexus NX, 2018;2 218 293  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1970763000
Lexus RX, 2010;1 325 000  ₽;Зеленоград;https://www.avito.ru/moskva_zelenograd/avtomobili/lexus_rx_2010_1952665951
Lexus LX, 2011;2 600 000  ₽;Студенческая;https://www.avito.ru/moskva/avtomobili/lexus_lx_2011_1966978760
Lexus LX, 2018;6 397 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2018_1998585775
Lexus LS, 2013;2 000 000  ₽;Андроновка;https://www.avito.ru/moskva/avtomobili/lexus_ls_2013_1891228140
Lexus GS, 2005;890 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_gs_2005_1990407556
Lexus NX, 2017;2 697 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2012829504
Lexus SC, 2005;850 000  ₽;Кузьминки;https://www.avito.ru/moskva/avtomobili/lexus_sc_2005_1776559418
Lexus GS, 2008;600 000  ₽;Белорусская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2008_1957376576
Lexus RX, 2008;850 000  ₽;Университет;https://www.avito.ru/moskva/avtomobili/lexus_rx_2008_1986385390
Lexus LX, 2008;1 999 900  ₽;Румянцево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_2013641335
Lexus LS, 2010;1 250 000  ₽;Новые Черемушки;https://www.avito.ru/moskva/avtomobili/lexus_ls_2010_1983063231
Lexus IS, 2016;1 500 000  ₽;Раменки;https://www.avito.ru/moskva/avtomobili/lexus_is_2016_1816041685
Lexus LX, 2014;3 370 000  ₽;Озёрная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2014_1950413439
Lexus NX, 2016;1 800 000  ₽;Октябрьское поле;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1968184027
Lexus RX, 2015;2 490 000  ₽;ЦСКА;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_2004999969
Lexus LX, 2014;3 350 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2014_1956794346
Lexus GS, 1999;399 000  ₽;Селигерская;https://www.avito.ru/moskva/avtomobili/lexus_gs_1999_1854712494
Lexus NX, 2017;2 170 000  ₽;ЗИЛ;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2007246975
Lexus RX, 2011;1 750 000  ₽;Преображенская площадь;https://www.avito.ru/moskva/avtomobili/lexus_rx_2011_1887361738
Lexus RX, 2008;735 000  ₽;Краснопресненская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2008_1946864386
Lexus RX, 2019;4 200 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1979796638
Lexus LX, 2013;3 150 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1978608404
Lexus LX, 2013;2 799 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1970906721
Lexus LS, 2007;763 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_ls_2007_2011963562
Lexus RX, 2006;845 000  ₽;Нагорная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2006_1986329481
Lexus IS, 2006;660 000  ₽;Медведково;https://www.avito.ru/moskva/avtomobili/lexus_is_2006_1970819708
Lexus RX, 2019;3 700 000  ₽;Театральная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2019_1985986367
Lexus GS, 2006;510 000  ₽;Киевская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2006_1982285748
Lexus CT, 2011;999 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_ct_2011_1966423169
Lexus LX, 2008;1 899 000  ₽;Новокосино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1988342221
Lexus GX, 2014;2 750 000  ₽;Улица 1905 года;https://www.avito.ru/moskva/avtomobili/lexus_gx_2014_1993142485
Lexus LX, 2008;1 948 948  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1960196792
Lexus NX, 2018;2 590 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1986413572
Lexus ES, 2010;350 000  ₽;Охотный ряд;https://www.avito.ru/moskva/avtomobili/lexus_es_2010_1830101728
Lexus NX, 2015;1 965 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_2010553240
Lexus NX, 2017;2 399 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_2002211623
Lexus IS, 2007;750 000  ₽;Стахановская;https://www.avito.ru/moskva/avtomobili/lexus_is_2007_1874186109
Lexus RX, 2016;2 965 000  ₽;Алма-Атинская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1994360513
Lexus LX, 2017;5 573 232  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_2002794940
Lexus LX, 2019;6 197 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2019_1980557198
Lexus GX, 2014;3 206 238  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_gx_2014_2001952834
Lexus LX, 2011;2 000 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2011_1958605531
Lexus RX, 2016;3 000 000  ₽;ЦСКА;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_2005025148
Lexus ES, 2017;2 153 109  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2017_2002038600
Lexus RX, 2014;1 679 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1978359962
Lexus GS, 2013;1 290 000  ₽;Римская;https://www.avito.ru/moskva/avtomobili/lexus_gs_2013_1991618707
Lexus RX, 2003;750 000  ₽;Ховрино;https://www.avito.ru/moskva/avtomobili/lexus_rx_2003_1648630656
Lexus LX, 2016;4 297 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1966479143
Lexus NX, 2018;2 409 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1966552588
Lexus RX, 2012;1 490 000  ₽;Улица Дмитриевского;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1542363214
Lexus RX, 2014;1 900 000  ₽;Волжская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2014_1831197230
Lexus LX, 2010;2 470 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2010_1984334693
Lexus NX, 2017;2 269 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1970621345
Lexus LX, 2013;2 850 000  ₽;Коптево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1972792831
Lexus GX, 2018;3 989 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2018_1966146891
Lexus IS, 2006;750 000  ₽;Международная;https://www.avito.ru/moskva/avtomobili/lexus_is_2006_1933315689
Lexus ES, 2012;1 247 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_es_2012_1948895960
Lexus RX, 2017;3 338 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1998403694
Lexus ES, 2014;1 849 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_es_2014_1987864847
Lexus RX, 2015;2 630 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2015_1961983237
Lexus LX, 2017;5 150 000  ₽;Бабушкинская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2017_1968294813
Lexus ES, 2015;1 820 000  ₽;Коньково;https://www.avito.ru/moskva/avtomobili/lexus_es_2015_2006697746
Lexus LX, 2019;6 200 000  ₽;Боровицкая;https://www.avito.ru/moskva/avtomobili/lexus_lx_2019_2008394649
Lexus GX, 2007;1 350 000  ₽;Селигерская;https://www.avito.ru/moskva/avtomobili/lexus_gx_2007_1553779965
Lexus LX, 2015;4 400 000  ₽;Белорусская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2015_1876021814
Lexus RX, 2013;1 695 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2013_1970669425
Lexus NX, 2018;2 578 000  ₽;Зябликово;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_1994580645
Lexus LX, 2013;3 300 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2013_1979695286
Lexus NX, 2016;1 880 000  ₽;Крылатское;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1978331929
Lexus RX, 2017;2 650 000  ₽;Чертановская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2017_1921834432
Lexus ES, 2015;1 849 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_es_2015_1966546519
Lexus IS, 2013;1 830 000  ₽;Марьино;https://www.avito.ru/moskva/avtomobili/lexus_is_2013_1996917465
Lexus GS, 2000;410 000  ₽;Улица Горчакова;https://www.avito.ru/moskva/avtomobili/lexus_gs_2000_1999248482
Lexus RX, 2013;2 100 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2013_2010753331
Lexus IS, 2006;670 000  ₽;Говорово;https://www.avito.ru/moskva/avtomobili/lexus_is_2006_1985453665
Lexus IS, 2000;490 000  ₽;Полянка;https://www.avito.ru/moskva/avtomobili/lexus_is_2000_1978388152
Lexus GS, 2001;395 000  ₽;Зеленоград;https://www.avito.ru/moskva_zelenograd/avtomobili/lexus_gs_2001_1790349007
Lexus RX, 2012;1 750 000  ₽;Рассказовка;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1142379285
Lexus IS, 2012;1 164 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_is_2012_2002556407
Lexus RX, 2013;1 850 000  ₽;Речной вокзал;https://www.avito.ru/moskva/avtomobili/lexus_rx_2013_1985728072
Lexus LX, 2008;1 850 000  ₽;Стахановская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1978796880
Lexus RX, 2007;787 000  ₽;Окская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2007_1955014768
Lexus NX, 2018;2 319 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_nx_2018_2002336265
Lexus IS, 2018;2 699 000  ₽;Беломорская;https://www.avito.ru/moskva/avtomobili/lexus_is_2018_1987590360
Lexus LX, 2016;4 700 000  ₽;Митино;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_1894041140
Lexus LS, 2017;6 300 000  ₽;Семеновская;https://www.avito.ru/moskva/avtomobili/lexus_ls_2017_1984337791
Lexus RX, 2018;3 117 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1966861052
Lexus NX, 2017;2 395 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1980030472
Lexus NX, 2017;2 150 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1980874808
Lexus NX, 2017;2 320 000  ₽;Улица Скобелевская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1974325637
Lexus LX, 2001;979 000  ₽;Окская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2001_1987113187
Lexus NX, 2017;2 168 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1998118488
Lexus ES, 2018;1 710 000  ₽;Ховрино;https://www.avito.ru/moskva/avtomobili/lexus_es_2018_1978894130
Lexus LS, 2012;1 940 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_ls_2012_1977947697
Lexus ES, 2019;3 299 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_es_2019_1938232654
Lexus RX, 2006;810 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2006_1970225109
Lexus GS, 2008;800 000  ₽;Строгино;https://www.avito.ru/moskva/avtomobili/lexus_gs_2008_2009124339
Lexus NX, 2015;2 100 000  ₽;Хорошевская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1994375088
Lexus RX, 2004;770 000  ₽;Римская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2004_1957271587
Lexus LX, 2008;2 700 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_1949118261
Lexus LX, 2008;1 798 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_2002780375
Lexus RX, 2003;949 000  ₽;Планерная;https://www.avito.ru/moskva/avtomobili/lexus_rx_2003_1969958190
Lexus RX, 2018;3 219 000  ₽;Румянцево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2018_1991276772
Lexus NX, 2016;1 890 000  ₽;Домодедовская;https://www.avito.ru/moskva/avtomobili/lexus_nx_2016_1992414644
Lexus LX, 2016;5 080 000  ₽;Площадь революции;https://www.avito.ru/moskva/avtomobili/lexus_lx_2016_2004574536
Lexus NX, 2017;2 244 000  ₽;Зябликово;https://www.avito.ru/moskva/avtomobili/lexus_nx_2017_1994719797
Lexus LX, 2008;1 757 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_lx_2008_2012635968
Lexus RX, 2012;1 698 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1998298872
Lexus RX, 2016;2 549 000  ₽;Алтуфьево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2016_1994327346
Lexus RX, 2011;1 127 000  ₽;Ясенево;https://www.avito.ru/moskva/avtomobili/lexus_rx_2011_2012292366
Lexus NX, 2015;2 200 000  ₽;Пятницкое шоссе;https://www.avito.ru/moskva/avtomobili/lexus_nx_2015_1974839177
Lexus LX, 2012;2 828 000  ₽;Угрешская;https://www.avito.ru/moskva/avtomobili/lexus_lx_2012_1997993974
Lexus LS, 2006;890 000  ₽;Улица Горчакова;https://www.avito.ru/moskva/avtomobili/lexus_ls_2006_2012335535
Lexus RX, 2012;1 559 000  ₽;Улица Дмитриевского;https://www.avito.ru/moskva/avtomobili/lexus_rx_2012_1876820458
